batch_id,test,map50,map50_95,precision,recall,matched_classes,AP_per_class,std_recall,std_precision,std_dev_50,std_dev_95
0422140149,10,0.11592906866885751,0.08738089396806553,0.5034809941913492,0.15519765739385066,"[0, 1, 2, 3, 5, 6, 7, 8]","[[0.07849062405701893, 0.07849062405701893, 0.07849062405701893, 0.07012606049443557, 0.07012606049443557, 0.07012606049443557, 0.07012606049443557, 0.06389170079472933, 0.04730342081827231, 0.0015617633191890618], [0.35974912694895267, 0.35142734195738634, 0.35142734195738634, 0.35142734195738634, 0.33662887366796557, 0.2853088090406113, 0.28069972744279637, 0.2475968491367771, 0.09904923921299083, 0.023102310231023104], [0.0590935879302216, 0.05532178217821783, 0.05532178217821783, 0.04438943894389439, 0.039150165016501655, 0.039150165016501655, 0.039150165016501655, 0.039150165016501655, 0.03605610561056106, 0.0], [0.14751302724353546, 0.14751302724353546, 0.14751302724353546, 0.14751302724353546, 0.09270049995500099, 0.08447524785361255, 0.06021259597644091, 0.05333182386561638, 0.038549382888599416, 0.017174574600317176], [0.01485148514851485, 0.01485148514851485, 0.01485148514851485, 0.01485148514851485, 0.01485148514851485, 0.01485148514851485, 0.01485148514851485, 0.01485148514851485, 0.01485148514851485, 0.0], [0.060348892032060356, 0.060348892032060356, 0.060348892032060356, 0.060348892032060356, 0.060348892032060356, 0.060348892032060356, 0.060348892032060356, 0.039603960396039604, 0.039603960396039604, 0.0033003300330033004], [0.12624197732197512, 0.12624197732197512, 0.12624197732197512, 0.12036326445068798, 0.11263852459500866, 0.11263852459500866, 0.11263852459500866, 0.10360013979499703, 0.026854168933376853, 0.0], [0.08114382866858115, 0.08114382866858115, 0.08114382866858115, 0.08114382866858115, 0.08114382866858115, 0.08114382866858115, 0.08114382866858115, 0.08114382866858115, 0.07254296858257255, 0.004275427542754276]]",0.22528125823359046,0.22416695911452042,0.22089411378681684,0.1867707487817009
0422140223,11,0.10978295600111242,0.0850070427877516,0.5916578994421158,0.1467065868263473,"[0, 1, 2, 3, 5, 6, 7, 8]","[[0.06608699331471608, 0.06608699331471608, 0.06608699331471608, 0.06608699331471608, 0.06064144876026065, 0.05797579757975797, 0.05797579757975797, 0.05797579757975797, 0.0407040704070407, 0.019801980198019802], [0.3724404113923876, 0.3724404113923876, 0.3724404113923876, 0.3724404113923876, 0.3724404113923876, 0.3461985162679172, 0.32559049236359716, 0.3039460508284641, 0.15210008419911009, 0.0030315888731730313], [0.08194962353378195, 0.08194962353378195, 0.08194962353378195, 0.07064956495649566, 0.06147114711471148, 0.06147114711471148, 0.06147114711471148, 0.06147114711471148, 0.048679867986798686, 0.0], [0.05333998946113099, 0.05333998946113099, 0.05333998946113099, 0.03629227488575188, 0.03338021897427838, 0.03338021897427838, 0.017934936350777933, 0.009203206034889205, 0.004092409240924092, 0.0], [0.019754832626119757, 0.019754832626119757, 0.019754832626119757, 0.019754832626119757, 0.019754832626119757, 0.019754832626119757, 0.019754832626119757, 0.019754832626119757, 0.019754832626119757, 0.011551155115511552], [0.06930693069306931, 0.06930693069306931, 0.06930693069306931, 0.06930693069306931, 0.06930693069306931, 0.06930693069306931, 0.04702970297029703, 0.039603960396039604, 0.039603960396039604, 0.019801980198019802], [0.19558288678967395, 0.19558288678967395, 0.19558288678967395, 0.19558288678967395, 0.18639243253457383, 0.166692223232201, 0.14294202651669174, 0.13035019175649484, 0.08376148425653376, 0.019801980198019802], [0.019801980198019802, 0.019801980198019802, 0.019801980198019802, 0.019801980198019802, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.21733930163915544,0.25184038186267854,0.21720127285286958,0.1782354870565381
0422140259,12,0.07751689541384651,0.05829025240526743,0.4391305935423582,0.12012012012012012,"[0, 1, 2, 3, 5, 6, 7, 8]","[[0.012347417989291475, 0.012347417989291475, 0.012347417989291475, 0.012347417989291475, 0.012347417989291475, 0.012347417989291475, 0.009626884347420917, 0.009626884347420917, 0.0019801980198019802, 0.0], [0.25256760212442136, 0.24419514746727955, 0.24419514746727955, 0.24419514746727955, 0.24419514746727955, 0.24419514746727955, 0.20640918216752985, 0.1996814018313567, 0.1271204915459736, 0.03217821782178218], [0.05521557650270521, 0.042315069419029815, 0.042315069419029815, 0.029414562335354416, 0.029414562335354416, 0.029414562335354416, 0.029414562335354416, 0.029414562335354416, 0.01702134499164202, 0.0006188118811881188], [0.06836772764556637, 0.06836772764556637, 0.06836772764556637, 0.02261684989569191, 0.02261684989569191, 0.02261684989569191, 0.02261684989569191, 0.01816616444253121, 0.0019610656717845695, 0.0], [0.004961840721887314, 0.004961840721887314, 0.0020649123735903005, 0.0020649123735903005, 0.0020649123735903005, 0.0020649123735903005, 0.0020649123735903005, 0.0020649123735903005, 0.0005824111822947001, 0.0], [0.08241395568128242, 0.08241395568128242, 0.06897689768976899, 0.06897689768976899, 0.06897689768976899, 0.06897689768976899, 0.06897689768976899, 0.047937293729372936, 0.030693069306930693, 0.019801980198019802], [0.0765976597659766, 0.0765976597659766, 0.0765976597659766, 0.0765976597659766, 0.0765976597659766, 0.0690969096909691, 0.0690969096909691, 0.05730573057305731, 0.052805280528052806, 0.052805280528052806], [0.06766338287964135, 0.06766338287964135, 0.06766338287964135, 0.06766338287964135, 0.06766338287964135, 0.06297344020116298, 0.06297344020116298, 0.05352820996385352, 0.04258997328304259, 0.03319189061763319]]",0.21712103744513986,0.24764385065578906,0.21650029723753916,0.18041598752734836
0422140335,13,0.09364590778505404,0.07209238842744027,0.5553220592407809,0.13134328358208955,"[0, 1, 2, 3, 5, 6, 7, 8]","[[0.06342490444573066, 0.06342490444573066, 0.05511894911860771, 0.05511894911860771, 0.05310208076510568, 0.05310208076510568, 0.05310208076510568, 0.04999426998402758, 0.011841157590560116, 0.0], [0.2725826478996898, 0.2725826478996898, 0.2578611829064966, 0.2438437671903303, 0.2438437671903303, 0.22726010267300006, 0.22070421452604583, 0.1887901952939037, 0.13534240570606448, 0.027611081305174853], [0.08640864086408642, 0.08640864086408642, 0.08640864086408642, 0.06930693069306931, 0.06930693069306931, 0.06930693069306931, 0.06930693069306931, 0.06930693069306931, 0.042244224422442245, 0.0], [0.07948371870951555, 0.07948371870951555, 0.07948371870951555, 0.06694743737819381, 0.057182514776672924, 0.04660498180701089, 0.04299074317541014, 0.04057586754150529, 0.021902772048374847, 0.005745710317638099], [0.0024752475247524753, 0.0024752475247524753, 0.0024752475247524753, 0.0024752475247524753, 0.0024752475247524753, 0.0024752475247524753, 0.0024752475247524753, 0.0024752475247524753, 0.0024752475247524753, 0.0], [0.04950495049504951, 0.04950495049504951, 0.04950495049504951, 0.04950495049504951, 0.04950495049504951, 0.04950495049504951, 0.037128712871287134, 0.037128712871287134, 0.024752475247524754, 0.019801980198019802], [0.14797819067621049, 0.14797819067621049, 0.14797819067621049, 0.14797819067621049, 0.14797819067621049, 0.14797819067621049, 0.14797819067621049, 0.09545400968668295, 0.06573157315731573, 0.0006188118811881188], [0.04730896166539732, 0.04730896166539732, 0.04730896166539732, 0.04730896166539732, 0.04730896166539732, 0.04730896166539732, 0.04730896166539732, 0.04730896166539732, 0.03609146628948609, 0.0]]",0.22041457435816345,0.2423480431140173,0.21433073602626523,0.18475093353544522
0422140412,14,0.12290801448219199,0.09156004203967241,0.5307165692661875,0.14961832061068703,"[0, 1, 2, 3, 5, 6, 7, 8]","[[0.11282907476267989, 0.11282907476267989, 0.11282907476267989, 0.11282907476267989, 0.11282907476267989, 0.1022848438690023, 0.09195396462723196, 0.08241347211644241, 0.061386138613861385, 0.0297029702970297], [0.36012691176147255, 0.36012691176147255, 0.36012691176147255, 0.36012691176147255, 0.34301388362049023, 0.3352361769593951, 0.32990363335128103, 0.32990363335128103, 0.17007488754206507, 0.04632838283828383], [0.07614332861857614, 0.07614332861857614, 0.07614332861857614, 0.0541018387553041, 0.042668552569542675, 0.042668552569542675, 0.006600660066006601, 0.006600660066006601, 0.0016501650165016502, 0.0], [0.13779971979818312, 0.13779971979818312, 0.13779971979818312, 0.09215698860224794, 0.08352674600693802, 0.07665307483760456, 0.06908172946777347, 0.040253902041797754, 0.03125221621341323, 0.0024566366411077198], [0.011492220650636492, 0.011492220650636492, 0.007779349363507779, 0.007779349363507779, 0.007779349363507779, 0.007779349363507779, 0.007779349363507779, 0.007779349363507779, 0.007779349363507779, 0.0014144271570014143], [0.07920792079207921, 0.07920792079207921, 0.07920792079207921, 0.07920792079207921, 0.07920792079207921, 0.07920792079207921, 0.016501650165016504, 0.00825082508250825, 0.0, 0.0], [0.14413787532599415, 0.14413787532599415, 0.14413787532599415, 0.14413787532599415, 0.11960209757239462, 0.11960209757239462, 0.11960209757239462, 0.11960209757239462, 0.0454937801472455, 0.0036303630363036304], [0.06152706414791447, 0.06152706414791447, 0.06152706414791447, 0.0539752747091128, 0.0539752747091128, 0.0539752747091128, 0.0539752747091128, 0.0539752747091128, 0.04814948204581286, 0.020902090209020903]]",0.22618669793287957,0.24614581840188704,0.2239536731887643,0.18410913431198173
0422140450,15,0.09071744447682302,0.06579574627019673,0.5408499986169889,0.127831715210356,"[0, 1, 2, 3, 5, 6, 7, 8]","[[0.06057059075262976, 0.06057059075262976, 0.06057059075262976, 0.043082196910307485, 0.03691311846400131, 0.0338887018166675, 0.031468795191858676, 0.028168465158855377, 0.021044750005146048, 0.006473724295506474], [0.2458276178867171, 0.2458276178867171, 0.2458276178867171, 0.22041207784412686, 0.19089421046972366, 0.15907644424856426, 0.15907644424856426, 0.14715299580615904, 0.1048438186944429, 0.059955995599559955], [0.0371994342291372, 0.0371994342291372, 0.0371994342291372, 0.030056577086280057, 0.030056577086280057, 0.030056577086280057, 0.030056577086280057, 0.030056577086280057, 0.030056577086280057, 0.019801980198019802], [0.1693387095488374, 0.1693387095488374, 0.1693387095488374, 0.1693387095488374, 0.1426726105740911, 0.1426726105740911, 0.11486640269171, 0.10793570962240306, 0.08182789938912921, 0.023544459709128808], [0.02557755775577558, 0.02557755775577558, 0.02557755775577558, 0.02557755775577558, 0.02557755775577558, 0.02557755775577558, 0.02557755775577558, 0.022277227722772276, 0.019801980198019802, 0.0], [0.11097802087901099, 0.10847919956830848, 0.10847919956830848, 0.10847919956830848, 0.10010143871530011, 0.09117554612604117, 0.06993163602074493, 0.06993163602074493, 0.034900990099009904, 0.0012376237623762376], [0.019801980198019802, 0.019801980198019802, 0.019801980198019802, 0.019801980198019802, 0.019801980198019802, 0.019801980198019802, 0.019801980198019802, 0.019801980198019802, 0.019801980198019802, 0.0], [0.05644564456445645, 0.05644564456445645, 0.05644564456445645, 0.025925092509250926, 0.019824482448244828, 0.019824482448244828, 0.019824482448244828, 0.019824482448244828, 0.019824482448244828, 0.0019801980198019802]]",0.22027406492808435,0.262944821865626,0.21498185990637303,0.16544720647613984
0422140527,16,0.09380566445603992,0.07151962046598387,0.5124096058274427,0.12285714285714286,"[0, 1, 2, 3, 5, 6, 7, 8]","[[0.025310349803078447, 0.02174076936952294, 0.02174076936952294, 0.02174076936952294, 0.019809711072546362, 0.019809711072546362, 0.015758358323828305, 0.011903639886104146, 0.006652704686097593, 0.004321860757504322], [0.13607514538636753, 0.13607514538636753, 0.13607514538636753, 0.13607514538636753, 0.13607514538636753, 0.13607514538636753, 0.10640178863824756, 0.0920450028196097, 0.08072342248230426, 0.03285500118639315], [0.15403886542500406, 0.15403886542500406, 0.15403886542500406, 0.13041067843048043, 0.07124739946522124, 0.07124739946522124, 0.05383288328832883, 0.05383288328832883, 0.040144014401440144, 0.006600660066006601], [0.0922481887462516, 0.0922481887462516, 0.0922481887462516, 0.0922481887462516, 0.07970015575375025, 0.07970015575375025, 0.07970015575375025, 0.05135260181536548, 0.04350723533891851, 0.019801980198019802], [0.024752475247524754, 0.024752475247524754, 0.024752475247524754, 0.024752475247524754, 0.024752475247524754, 0.024752475247524754, 0.024752475247524754, 0.024752475247524754, 0.024752475247524754, 0.024752475247524754], [0.0891089108910891, 0.088008800880088, 0.088008800880088, 0.088008800880088, 0.088008800880088, 0.088008800880088, 0.06435643564356436, 0.06435643564356436, 0.0038503850385038503, 0.0011001100110011], [0.10963623834910963, 0.10963623834910963, 0.10963623834910963, 0.10963623834910963, 0.10963623834910963, 0.10963623834910963, 0.10963623834910963, 0.10963623834910963, 0.061233815689261235, 0.0019801980198019802], [0.11927514179989428, 0.11927514179989428, 0.11927514179989428, 0.11927514179989428, 0.11927514179989428, 0.11927514179989428, 0.10156962124783907, 0.08847634763476347, 0.04216171617161716, 0.013613861386138616]]",0.23421560149856777,0.2650660316366185,0.23859972522737344,0.1940342502460523
0422140604,17,0.10163914868793457,0.07776255256251134,0.521101070374524,0.13372093023255813,"[0, 1, 2, 3, 5, 6, 7, 8]","[[0.04017193569111227, 0.04017193569111227, 0.04017193569111227, 0.04017193569111227, 0.04017193569111227, 0.04017193569111227, 0.03037138780977247, 0.028946952913452652, 0.023982632590708857, 0.0006930090452745822], [0.2424138914541984, 0.2424138914541984, 0.24133660070125043, 0.24133660070125043, 0.2358148946844949, 0.21646256685517357, 0.17827058459592898, 0.14687154212122747, 0.08039114323830332, 0.04108302535322657], [0.08519030474476019, 0.08519030474476019, 0.08519030474476019, 0.08519030474476019, 0.07710235309245211, 0.07710235309245211, 0.07710235309245211, 0.07710235309245211, 0.05664137842355664, 0.004714757190004715], [0.09221097739064524, 0.09221097739064524, 0.09221097739064524, 0.05689646195740855, 0.05689646195740855, 0.05689646195740855, 0.04955681494922948, 0.04152191534942968, 0.03891639163916392, 0.0011001100110011], [0.01786892975011787, 0.01786892975011787, 0.012211221122112212, 0.012211221122112212, 0.006600660066006601, 0.006600660066006601, 0.006600660066006601, 0.006600660066006601, 0.0033003300330033004, 0.0], [0.09900990099009901, 0.09900990099009901, 0.09900990099009901, 0.09900990099009901, 0.09900990099009901, 0.09900990099009901, 0.07614332861857614, 0.07614332861857614, 0.03217821782178218, 0.0033003300330033004], [0.12154729209184656, 0.12154729209184656, 0.12154729209184656, 0.12154729209184656, 0.12154729209184656, 0.08572324265393572, 0.08572324265393572, 0.06081606787052332, 0.04617765347963368, 0.0], [0.11469995739069705, 0.11469995739069705, 0.11469995739069705, 0.11469995739069705, 0.11469995739069705, 0.11469995739069705, 0.11469995739069705, 0.11469995739069705, 0.06517534106351812, 0.0]]",0.20454320339144624,0.24479541890885329,0.20255321885283628,0.16425522252367053
0422140641,18,0.08703779831250599,0.06795259357223998,0.4661478838947975,0.13580246913580246,"[0, 1, 2, 3, 5, 6, 7, 8]","[[0.039543512235749784, 0.03487353175277287, 0.03487353175277287, 0.03487353175277287, 0.03277332173177077, 0.03277332173177077, 0.03277332173177077, 0.030697307678752568, 0.01574150124490128, 0.0], [0.18735797214120006, 0.18735797214120006, 0.18735797214120006, 0.18735797214120006, 0.18735797214120006, 0.18735797214120006, 0.18735797214120006, 0.17498168554108245, 0.09252414090992808, 0.012410003542160236], [0.07886626574745387, 0.07886626574745387, 0.04148354395879149, 0.026887990996901888, 0.026887990996901888, 0.026887990996901888, 0.026887990996901888, 0.026887990996901888, 0.026887990996901888, 0.0009000900090009002], [0.11262666700727872, 0.11262666700727872, 0.11262666700727872, 0.10511918593000359, 0.08653605573030251, 0.08152043711158447, 0.08152043711158447, 0.08152043711158447, 0.05778605009822249, 0.02623762376237624], [0.0016501650165016502, 0.0016501650165016502, 0.0016501650165016502, 0.0016501650165016502, 0.0016501650165016502, 0.0016501650165016502, 0.0016501650165016502, 0.0016501650165016502, 0.0016501650165016502, 0.0], [0.039603960396039604, 0.039603960396039604, 0.039603960396039604, 0.026402640264026403, 0.026402640264026403, 0.026402640264026403, 0.026402640264026403, 0.026402640264026403, 0.026402640264026403, 0.0033003300330033004], [0.12100781506722103, 0.12100781506722103, 0.12100781506722103, 0.12100781506722103, 0.12100781506722103, 0.12100781506722103, 0.12100781506722103, 0.12100781506722103, 0.05584844198705585, 0.007920792079207921], [0.11564602888860316, 0.11564602888860316, 0.11564602888860316, 0.11564602888860316, 0.11564602888860316, 0.11564602888860316, 0.11564602888860316, 0.11564602888860316, 0.07535396396782536, 0.008565142228508564]]",0.21022145889013993,0.2285063380978503,0.2098503993964705,0.17889623728845278
0422140718,19,0.09217234859971808,0.07461984360011772,0.5113783503727815,0.1315028901734104,"[0, 1, 2, 3, 5, 6, 7, 8]","[[0.03269174827627901, 0.03269174827627901, 0.027411880721710163, 0.027411880721710163, 0.02267602361214186, 0.02267602361214186, 0.02267602361214186, 0.020609800506963608, 0.010002391543502177, 0.0049504950495049506], [0.23423746236449458, 0.23423746236449458, 0.23423746236449458, 0.22327034666066414, 0.22327034666066414, 0.21307680924255198, 0.21307680924255198, 0.19745687377639776, 0.15314751393720766, 0.050487233597309306], [0.05188590287600189, 0.05188590287600189, 0.05188590287600189, 0.05188590287600189, 0.05188590287600189, 0.05188590287600189, 0.03823668081093824, 0.03823668081093824, 0.016501650165016504, 0.0049504950495049506], [0.1816071224828322, 0.1816071224828322, 0.1816071224828322, 0.16548268335104915, 0.12351081659284949, 0.12351081659284949, 0.10350229213195519, 0.0844681943110699, 0.07184976691649098, 0.0297029702970297], [0.026732673267326732, 0.026732673267326732, 0.026732673267326732, 0.02178217821782178, 0.02178217821782178, 0.02178217821782178, 0.02178217821782178, 0.02178217821782178, 0.02178217821782178, 0.0009900990099009901], [0.06789250353606789, 0.06789250353606789, 0.06789250353606789, 0.06789250353606789, 0.06789250353606789, 0.06789250353606789, 0.06789250353606789, 0.06789250353606789, 0.024752475247524754, 0.019801980198019802], [0.11582158215821584, 0.11582158215821584, 0.11582158215821584, 0.11582158215821584, 0.11582158215821584, 0.11582158215821584, 0.11582158215821584, 0.11582158215821584, 0.10601060106010601, 0.04526166902404526], [0.02650979383652651, 0.02650979383652651, 0.02650979383652651, 0.02650979383652651, 0.02650979383652651, 0.02650979383652651, 0.02650979383652651, 0.02650979383652651, 0.023702370237023703, 0.0]]",0.22875313152312782,0.2649550115736343,0.22781897734041084,0.19246083449682044
