batch_id,test,map50,map50_95,precision,recall,matched_classes,AP_per_class,std_recall,std_precision,std_dev_50,std_dev_95,image_count,p_stat_map50,p_stat_recall,p_stat_precision
424014413,0,0.5660635861319392,0.4307421544175455,0.9011406844106464,0.5780487804878048,[0],"[[0.5660635861319392, 0.5530172807894073, 0.5496203298348566, 0.5148391717581033, 0.4768972714028656, 0.46745411849577967, 0.4491934512341886, 0.4148454248203382, 0.2816976056926405, 0.03379330401533692]]",0.3593415391479493,0.3777196610301219,0.3582562158961594,0.316186468352558,201,1.0,1.0,1.0
424014454,1,0.6079163109318315,0.468603738442103,0.8483754512635379,0.6216931216931217,[0],"[[0.6079163109318315, 0.6078547766920857, 0.586866330037922, 0.5697796030155444, 0.5473742246052847, 0.5358842254108384, 0.49786949090530136, 0.432087927447541, 0.2565148180802678, 0.04388967729441326]]",0.3629625167556422,0.36176287730577,0.3649253707323507,0.3170561507713855,201,0.24661803295829082,0.22642754328561343,0.15340711728451656
424015152,2,0.5718041771430048,0.4142825506476531,0.852112676056338,0.5831325301204819,[0],"[[0.5718041771430048, 0.557047968321112, 0.5304859925763035, 0.5061587177573066, 0.48584391820935563, 0.4596543618087295, 0.4328476194852858, 0.3751693071245149, 0.18621862371464548, 0.03759482033627273]]",0.3575422977722018,0.3562949833988242,0.3586029957247804,0.3093864527577896,201,0.872521494933156,0.8870072138631954,0.1814443711436727
424015234,3,0.6117509776772719,0.4716234844633246,0.8639455782312925,0.6240786240786241,[0],"[[0.6117509776772719, 0.6100657465368005, 0.5822082408124392, 0.5586226196001911, 0.5371657135744016, 0.5214091223091639, 0.4989364403010554, 0.4465718322916685, 0.29550389348010253, 0.05400025805015132]]",0.3399041320653949,0.3409034341864949,0.3392438751054584,0.3086022552016071,201,0.18999766424245296,0.18781190588791663,0.30064051831935584
424015317,4,0.621253248410653,0.4931867473890506,0.8694158075601375,0.6325,[0],"[[0.621253248410653, 0.6206377431790289, 0.6066731796560982, 0.5960159036399226, 0.5804206757339746, 0.5669673080856319, 0.529488569461549, 0.4780241712998488, 0.3033476973117355, 0.029038977112064105]]",0.3425256612548956,0.3355071933238199,0.3431365132469297,0.3130834458686713,201,0.1155217494534686,0.1207277777344066,0.37385141009852463
424015357,5,0.5893255430409658,0.4531713814654888,0.8185053380782918,0.6036745406824147,[0],"[[0.5893255430409658, 0.5851394307811195, 0.5631598490907992, 0.5452479908193977, 0.5208123201916365, 0.48845938259043364, 0.4811752378777873, 0.42338697134747627, 0.29400004978877875, 0.041007039126493366]]",0.3812350808216111,0.3939733111855256,0.3811436642360848,0.3396926521480906,201,0.5287400220575982,0.48841470951959065,0.03243113625338476
424015438,6,0.6031001443246018,0.4782335713832968,0.8607142857142858,0.6195372750642674,[0],"[[0.6031001443246018, 0.6025041010923329, 0.5917188066429684, 0.5679420696036557, 0.542480185679109, 0.5415235366256914, 0.510045986024052, 0.45964009916381937, 0.30103027561946505, 0.06235050905727282]]",0.359010374301045,0.3692710453354629,0.3553247860612247,0.3163132577142024,201,0.2986754757806188,0.24756058777535953,0.27856920953862
424015517,7,0.6055793944627881,0.4681297151651537,0.8812260536398467,0.6199460916442049,[0],"[[0.6055793944627881, 0.5959752665952187, 0.5945102698024978, 0.5822952600111262, 0.5287457446543508, 0.5243872965765235, 0.5009464675510371, 0.41812985120939206, 0.2755295046249071, 0.05519809616369628]]",0.3807351877434758,0.3923668849060416,0.3802098563995343,0.3346016935478378,201,0.28418175212033525,0.2572243002503028,0.6044640089470221
424015556,8,0.5956089543456159,0.4465886872330722,0.853146853146853,0.6161616161616161,[0],"[[0.5956089543456159, 0.5748945485760293, 0.5607606984627383, 0.5431130634141782, 0.5426127641373883, 0.526867638073455, 0.4750770932094793, 0.42222424423689087, 0.19649529028437088, 0.028232577590575514]]",0.3782458076559454,0.3933397226181695,0.3765637937540717,0.3232192153018563,201,0.4207734066444777,0.30097422154164366,0.21285894230511376
424015634,9,0.575557202492115,0.4307786501135957,0.879245283018868,0.5825,[0],"[[0.575557202492115, 0.5730622406646508, 0.5626590704006813, 0.5472270150545525, 0.5153286532639806, 0.4714332015987484, 0.45684727523196267, 0.37668572172788894, 0.21468926412456452, 0.01429685657681135]]",0.3583586383411929,0.3771417382772411,0.3563242662292828,0.3112524720413946,201,0.7900883795681152,0.9010999932476914,0.5611870075494203
