batch_id,test,map50,map50_95,precision,recall,matched_classes,AP_per_class,std_recall,std_precision,std_dev_50,std_dev_95,image_count,p_stat_map50,p_stat_recall,p_stat_precision
424012646,0,0.2294875235305953,0.1577424677555426,0.7822222222222223,0.2507122507122507,[0],"[[0.22948752353059532, 0.21922178191563535, 0.2157672910119152, 0.1997286354917384, 0.18137049506997954, 0.15887005995215045, 0.1490320382452828, 0.1307284882724528, 0.07719981305803376, 0.01601855100764314]]",0.2781723392678316,0.4655645408675513,0.2794821014212493,0.2289364202768638,201,1.0,1.0,1.0
424012731,1,0.2617186718838492,0.1894474278208053,0.7835497835497836,0.2788906009244992,[0],"[[0.26171867188384923, 0.2571051577218334, 0.24829363945718583, 0.2279439808914443, 0.2132143023091346, 0.21090009080087196, 0.1998603421708488, 0.165841061982486, 0.10385661190145103, 0.005740419088948187]]",0.2886063176610938,0.452757199477155,0.2810538602650484,0.2388053904629359,201,0.24964865043595574,0.31953822658284103,0.9768932853069545
424012815,2,0.2444619086836241,0.1569849518165062,0.8058252427184466,0.254601226993865,[0],"[[0.2444619086836241, 0.21817831497196566, 0.213793359939072, 0.20072507394267458, 0.1884022462368094, 0.1728229939289586, 0.15158459069809438, 0.11761571763779995, 0.0606535230401785, 0.0016117890858853329]]",0.2598152823152721,0.4604461261106315,0.2592869698964907,0.2069151706866144,201,0.5779271065436375,0.8849009806651695,0.6096024482196937
424012858,3,0.2324330258452107,0.1688164013145436,0.7510917030567685,0.2625954198473282,[0],"[[0.23243302584521075, 0.22349952698120512, 0.22330666430663995, 0.20914010394406804, 0.19443348076044145, 0.18854535944882211, 0.16360527582618872, 0.1445238672016751, 0.09296098471640048, 0.01571572411478436]]",0.2869551033317885,0.4614551156905628,0.2863799529404848,0.2404616080002983,201,0.9169368311429822,0.6735818116946615,0.5011476753431554
424012942,4,0.2220154355152407,0.1447264537643647,0.726890756302521,0.2529239766081871,[0],"[[0.22201543551524078, 0.22152697015439185, 0.19848781818686326, 0.19209217743878246, 0.18208592344994345, 0.15355496375963326, 0.12653132230146732, 0.10005674796144973, 0.04625388941751718, 0.004659289458357601]]",0.2574222922248561,0.4560627166173662,0.2574011976921936,0.2062533076615769,201,0.7805348377940983,0.9341046752327166,0.22942966396322656
424013025,5,0.2423410321237222,0.1561308854119931,0.75,0.2600619195046439,[0],"[[0.24234103212372227, 0.23293317731841642, 0.21642249781040346, 0.21273042839811548, 0.17713237114938785, 0.15955126967582867, 0.1396219805711985, 0.11515395181729476, 0.0590690099420328, 0.006353135313531353]]",0.2818238043626143,0.4545009771476313,0.2815739900512167,0.2310267690402596,201,0.6462462675605805,0.7379923985554508,0.4830056077709832
424013107,6,0.2370096365892933,0.1811074080108337,0.7577092511013216,0.2598187311178248,[0],"[[0.23700963658929336, 0.23508189663654563, 0.23435546660024154, 0.2210061129159117, 0.21749890907438632, 0.19810642424954825, 0.18547621794716695, 0.16537045382419638, 0.10350172843619765, 0.013667233834849945]]",0.2765079015338001,0.4526205059047898,0.2745364622583299,0.227347899541742,201,0.785597545994063,0.7422002320204003,0.5927923664053585
424013148,7,0.2112541375746709,0.1503176210688399,0.7255813953488373,0.2342342342342342,[0],"[[0.2112541375746709, 0.1989037556700028, 0.1977150347753853, 0.18446071927142615, 0.17593642487065475, 0.17208521185014752, 0.15031808876589786, 0.1176989502794906, 0.07791063345568239, 0.016893254175041564]]",0.272718990936666,0.4633084558564374,0.2723571233751003,0.2211583132118098,201,0.5080853732771569,0.5490487725373343,0.2222000517857156
424011932,8,0.2313141794564877,0.1639615744353659,0.7522522522522522,0.2463126843657817,[0],"[[0.2313141794564877, 0.22182327532487478, 0.21856458185012864, 0.2082819960460227, 0.1982485749920378, 0.17749748353963274, 0.1570298488477586, 0.138277534118106, 0.08180796222358322, 0.006770307955027023]]",0.286154672875326,0.4599580293293107,0.2859435618913198,0.2387033926062982,201,0.9483904329496358,0.8758783463429842,0.5165567523812651
424012008,9,0.2071979765586404,0.1519375637277029,0.7914438502673797,0.2232277526395173,[0],"[[0.20719797655864042, 0.20653242388561538, 0.19772463751244512, 0.1938444991657654, 0.18140557407754201, 0.17155868568300264, 0.14855529172852402, 0.12653626949373525, 0.07342750405714402, 0.012592775114615535]]",0.2563859765395032,0.4716225187498625,0.2572838468288979,0.2120123579738065,201,0.405975655633531,0.303623358413451,0.8437078497629337
